State,City,Vehicle_Count,Vehicle_Class,Vehicle_Type,Fuel_Type,Region,Concentration_Type,Concentration_Description
Washington,Syracuse,104,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Colorado,Westminster,40,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Georgia,Fort Worth,120,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Michigan,Orlando,110,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Illinois,Fresno,82,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Massachusetts,Scranton,62,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
California,Buffalo,114,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Massachusetts,Canton,100,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Florida,Spokane Valley,132,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Colorado,Chattanooga,12,6,Medium Duty,EV,West,1,Substantially Concentrated
Tennessee,Fort Collins,66,6,Medium Duty,CNG,South,1,Substantially Concentrated
North Carolina,Chandler,5,6,Medium Duty,EV,South,1,Substantially Concentrated
Massachusetts,Cicero,34,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
California,Ann Arbor,9,8,Heavy Duty,EV,West,1,Substantially Concentrated
Colorado,Youngstown,94,8,Heavy Duty,EV,West,1,Substantially Concentrated
Michigan,Grand Rapids,66,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Oakland,6,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
California,Athens,77,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Florida,Ann Arbor,98,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Tennessee,Bellevue,69,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
California,Worcester,36,8,Heavy Duty,EV,West,1,Substantially Concentrated
Texas,Cary,35,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
California,Cincinnati,78,8,Heavy Duty,EV,West,1,Substantially Concentrated
Colorado,Centennial,56,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
California,Springfield,49,6,Medium Duty,CNG,West,1,Substantially Concentrated
Washington,Brockton,96,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Michigan,Oakland,89,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Michigan,Seattle,59,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Illinois,Austin,73,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Michigan,Lansing,144,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Illinois,Sandy Springs,135,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
New York,Greensboro,92,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Texas,St. Petersburg,69,8,Heavy Duty,EV,South,1,Substantially Concentrated
Pennsylvania,Spokane Valley,56,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Tennessee,Lakewood,109,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Arizona,Colorado Springs,96,8,Heavy Duty,EV,West,1,Substantially Concentrated
Illinois,Corpus Christi,134,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Florida,Cicero,76,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
North Carolina,Lowell,57,8,Heavy Duty,EV,South,1,Substantially Concentrated
Texas,Houston,17,6,Medium Duty,CNG,South,1,Substantially Concentrated
Colorado,Rockford,97,8,Heavy Duty,EV,West,1,Substantially Concentrated
Massachusetts,Dearborn,25,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Michigan,Macon,25,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Georgia,Sterling Heights,138,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Florida,High Point,101,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Massachusetts,Cape Coral,115,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Texas,Altoona,81,8,Heavy Duty,CNG,South,1,Substantially Concentrated
North Carolina,San Antonio,122,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Florida,San Diego,106,6,Medium Duty,CNG,South,1,Substantially Concentrated
Tennessee,Philadelphia,67,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Florida,Orlando,37,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
New York,Lowell,132,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Massachusetts,Allentown,78,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Massachusetts,Warren,81,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Illinois,Fresno,98,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Florida,Concord,73,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Florida,Port St. Lucie,137,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Michigan,Concord,71,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
California,Raleigh,40,8,Heavy Duty,EV,West,1,Substantially Concentrated
Tennessee,Bellevue,117,6,Medium Duty,EV,South,1,Substantially Concentrated
Illinois,Memphis,15,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Michigan,St. Petersburg,105,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Arizona,Greensboro,44,8,Heavy Duty,EV,West,1,Substantially Concentrated
California,Akron,20,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Pennsylvania,Corpus Christi,82,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Ohio,Fort Lauderdale,119,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
New York,Murfreesboro,71,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Texas,Murfreesboro,92,8,Heavy Duty,EV,South,1,Substantially Concentrated
Washington,Peoria,116,8,Heavy Duty,CNG,West,1,Substantially Concentrated
North Carolina,Corpus Christi,48,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Illinois,Canton,8,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Pennsylvania,Lancaster,148,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Illinois,Arlington,107,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Arizona,Dallas,131,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Illinois,Fort Collins,11,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Brockton,133,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
California,Wilmington,44,6,Medium Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Flint,56,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Pennsylvania,San Antonio,20,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Flint,131,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
California,Athens,123,6,Medium Duty,CNG,West,1,Substantially Concentrated
Illinois,Tallahassee,42,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Colorado,Chattanooga,124,8,Heavy Duty,EV,West,1,Substantially Concentrated
North Carolina,Reading,85,6,Medium Duty,EV,South,1,Substantially Concentrated
North Carolina,Jacksonville,23,6,Medium Duty,EV,South,1,Substantially Concentrated
Arizona,San Antonio,47,6,Medium Duty,CNG,West,1,Substantially Concentrated
Massachusetts,San Diego,65,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
California,Canton,70,6,Medium Duty,CNG,West,1,Substantially Concentrated
Washington,Spokane Valley,149,6,Medium Duty,CNG,West,1,Substantially Concentrated
Illinois,Waukegan,26,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Colorado,Lakewood,70,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Augusta,131,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Corpus Christi,37,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Reading,43,8,Heavy Duty,EV,South,1,Substantially Concentrated
Texas,Athens,39,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Massachusetts,Dearborn,71,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Pennsylvania,Tampa,60,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Bellevue,112,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Pennsylvania,Springfield,28,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Georgia,Roswell,56,6,Medium Duty,EV,South,1,Substantially Concentrated
Florida,Pueblo,32,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Nashville,149,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Chicago,147,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Michigan,Denver,59,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Arizona,Memphis,92,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
California,Thornton,53,8,Heavy Duty,CNG,West,1,Substantially Concentrated
California,Tampa,114,6,Medium Duty,EV,West,1,Substantially Concentrated
Tennessee,Hialeah,106,8,Heavy Duty,EV,South,1,Substantially Concentrated
Arizona,Fayetteville,52,6,Medium Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Johns Creek,22,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Tennessee,Clarksville,51,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Texas,Pittsburgh,119,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Pennsylvania,Spokane Valley,67,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Illinois,Grand Rapids,93,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Illinois,Dayton,100,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Georgia,Charlotte,32,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Ohio,Cary,54,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Texas,Parma,126,6,Medium Duty,CNG,South,1,Substantially Concentrated
California,Naperville,19,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
California,Macon,50,6,Medium Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Concord,149,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Texas,Utica,54,8,Heavy Duty,EV,South,1,Substantially Concentrated
Michigan,Aurora,51,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
Illinois,Reading,145,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Massachusetts,Cleveland,12,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Tennessee,Grand Rapids,92,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Massachusetts,Dayton,137,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Clarksville,74,6,Medium Duty,EV,West,1,Substantially Concentrated
Michigan,Toledo,80,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
California,High Point,24,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Colorado,Cary,16,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
California,Knoxville,42,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Florida,Raleigh,47,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Illinois,Cleveland,148,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Georgia,Lorain,110,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Arizona,Scranton,94,6,Medium Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Cicero,58,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
New York,San Jose,119,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Arizona,Brockton,40,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
New York,Yonkers,52,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Pennsylvania,Lynn,8,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Georgia,Los Angeles,37,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Washington,Aurora,24,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Michigan,Westminster,113,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Massachusetts,Albany,113,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Massachusetts,Johns Creek,93,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
California,Lansing,21,6,Medium Duty,EV,West,1,Substantially Concentrated
New York,Cary,97,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
New York,Cleveland,59,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Texas,Akron,41,8,Heavy Duty,EV,South,1,Substantially Concentrated
Ohio,Memphis,80,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Illinois,Cleveland,147,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Tennessee,Reading,51,8,Heavy Duty,EV,South,1,Substantially Concentrated
Massachusetts,Peoria,60,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Georgia,Erie,141,6,Medium Duty,EV,South,1,Substantially Concentrated
North Carolina,Reading,14,6,Medium Duty,CNG,South,1,Substantially Concentrated
Arizona,Laredo,8,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Michigan,Tacoma,83,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Aurora,110,6,Medium Duty,EV,South,1,Substantially Concentrated
New York,Mount Vernon,44,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Georgia,Fort Collins,32,6,Medium Duty,EV,South,1,Substantially Concentrated
New York,Macon,40,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Tallahassee,78,6,Medium Duty,EV,South,1,Substantially Concentrated
Illinois,St. Petersburg,81,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
New York,Lorain,95,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Texas,Scottsdale,51,6,Medium Duty,EV,South,1,Substantially Concentrated
Arizona,Houston,96,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Texas,Bellevue,143,6,Medium Duty,EV,South,1,Substantially Concentrated
North Carolina,Long Beach,14,8,Heavy Duty,EV,South,1,Substantially Concentrated
California,Warren,49,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Illinois,Corpus Christi,31,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Washington,Syracuse,97,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
North Carolina,Elgin,138,6,Medium Duty,CNG,South,1,Substantially Concentrated
Washington,Macon,102,6,Medium Duty,EV,West,1,Substantially Concentrated
Michigan,Bethlehem,58,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
Michigan,San Francisco,63,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Massachusetts,New York City,5,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Tennessee,Spokane,89,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Massachusetts,New Rochelle,130,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Illinois,San Francisco,140,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Michigan,Quincy,69,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Illinois,Franklin,71,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Pennsylvania,Buffalo,7,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
Michigan,High Point,95,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
New York,Lowell,31,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Ohio,Spokane,61,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Ohio,High Point,143,6,Medium Duty,EV,Midwest,1,Substantially Concentrated
Colorado,Parma,89,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Ohio,Chattanooga,110,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
California,Philadelphia,69,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
Texas,Rochester,28,8,Heavy Duty,EV,South,1,Substantially Concentrated
Illinois,Cape Coral,142,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Washington,Miami,17,6,Medium Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Spokane,43,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
New York,Quincy,45,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Pennsylvania,Cleveland,100,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Arizona,Cary,23,8,Heavy Duty,EV,West,1,Substantially Concentrated
Pennsylvania,Winston-Salem,34,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Scottsdale,117,6,Medium Duty,CNG,South,1,Substantially Concentrated
Georgia,Troy,6,6,Medium Duty,CNG,South,1,Substantially Concentrated
North Carolina,Brockton,11,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Tennessee,Fort Collins,118,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Washington,Scottsdale,30,6,Medium Duty,EV,West,1,Substantially Concentrated
Arizona,Thornton,67,8,Heavy Duty,EV,West,1,Substantially Concentrated
Texas,Utica,17,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Illinois,Youngstown,104,8,Heavy Duty,CNG,Midwest,1,Substantially Concentrated
Florida,Clarksville,43,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Arizona,San Diego,128,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Georgia,San Antonio,37,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
New York,Fall River,86,8,Heavy Duty,CNG,Northeast,1,Substantially Concentrated
Texas,Hialeah,136,6,Medium Duty,CNG,South,1,Substantially Concentrated
Colorado,Gilbert,42,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
North Carolina,Lancaster,130,6,Medium Duty,EV,South,1,Substantially Concentrated
Massachusetts,Flint,32,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Massachusetts,Tacoma,132,6,Medium Duty,EV,Northeast,1,Substantially Concentrated
Pennsylvania,Franklin,15,6,Medium Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Dayton,146,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Florida,St. Petersburg,10,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
California,Cincinnati,101,6,Medium Duty,EV,West,1,Substantially Concentrated
Texas,San Antonio,31,8,Heavy Duty,EV,South,1,Substantially Concentrated
Massachusetts,Dayton,115,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
North Carolina,Philadelphia,20,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Washington,Joliet,85,6,Medium Duty,CNG,West,1,Substantially Concentrated
Florida,Denver,124,7,Heavy-Medium Duty,EV,South,1,Substantially Concentrated
Michigan,Bethlehem,34,7,Heavy-Medium Duty,EV,Midwest,1,Substantially Concentrated
California,Oakland,83,6,Medium Duty,EV,West,1,Substantially Concentrated
Massachusetts,Mount Vernon,5,7,Heavy-Medium Duty,EV,Northeast,1,Substantially Concentrated
Michigan,Surprise,72,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Illinois,Nashville,141,8,Heavy Duty,EV,Midwest,1,Substantially Concentrated
North Carolina,Chicago,104,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Tennessee,Cicero,25,8,Heavy Duty,EV,South,1,Substantially Concentrated
California,Raleigh,50,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Massachusetts,Corpus Christi,102,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Georgia,Rochester,137,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Georgia,Corpus Christi,118,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Michigan,Federal Way,78,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Arizona,Vancouver,76,6,Medium Duty,EV,West,1,Substantially Concentrated
Ohio,Fall River,71,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Florida,Dayton,143,8,Heavy Duty,CNG,South,1,Substantially Concentrated
New York,Hialeah,9,7,Heavy-Medium Duty,CNG,Northeast,1,Substantially Concentrated
Michigan,Vancouver,130,7,Heavy-Medium Duty,CNG,Midwest,1,Substantially Concentrated
Texas,Vancouver,65,8,Heavy Duty,CNG,South,1,Substantially Concentrated
Texas,Corpus Christi,127,7,Heavy-Medium Duty,CNG,South,1,Substantially Concentrated
Arizona,Renton,58,7,Heavy-Medium Duty,CNG,West,1,Substantially Concentrated
Michigan,Nashville,94,6,Medium Duty,CNG,Midwest,1,Substantially Concentrated
Massachusetts,Lansing,51,8,Heavy Duty,EV,Northeast,1,Substantially Concentrated
Georgia,Newton,111,8,Heavy Duty,EV,South,1,Substantially Concentrated
California,Athens,79,8,Heavy Duty,CNG,West,1,Substantially Concentrated
Colorado,Elgin,146,7,Heavy-Medium Duty,EV,West,1,Substantially Concentrated
